DATA;HORA;PRECIPITACAO_TOTAL;PRESSAO_ATMOSFERICA_NA_ESTACAO;IRRADICAO_GLOBAL;TEMPERATURA_AR;TEMPERATURA_MAX;TEMPERATURA_MIN;DIRECAO_VENTO;RAJADA_MAX_VENTO;VELOCIDADE_VENTO
2010-11-11;14;0.0;917.2;1064.6;13.8;14.1;12.8;74;6.3;2.5
2010-11-11;15;0.0;916.8;1327.7;14.2;14.9;13.3;102;6.6;2.4
2010-11-11;16;0.0;916.2;1427.7;14.9;15.6;14.2;89;5.7;1.9
2010-11-11;17;0.0;915.6;972.4;15.3;15.9;14.6;75;4.7;2.1
2010-11-11;18;0.0;915.4;713.3;15.7;15.9;15.2;50;5.2;1.8
2010-11-11;19;0.0;914.9;712.9;15.6;15.8;15.3;64;4.7;1.9
2010-11-11;20;0.0;915.1;368.8;15.2;15.7;15.1;68;4.9;1.6
2010-11-11;21;0.0;915.0;93.9;14.2;15.2;14.1;54;5.8;3.1
2010-11-12;10;0.0;917.1;144.4;12.6;12.7;12.2;120;4.2;1.7
2010-11-12;11;0.0;917.4;520.2;13.6;13.6;12.4;94;4.6;2.4
2010-11-12;12;0.0;916.9;1005.1;14.4;15.1;13.5;73;6.9;3.5
2010-11-12;13;0.0;916.7;1411.8;15.3;15.6;14.2;63;7.3;3.7
2010-11-12;14;0.2;916.6;1659.0;15.5;15.9;14.5;68;7.7;3.4
2010-11-12;15;0.0;916.6;1159.5;15.4;16.4;15.0;103;8.2;2.9
2010-11-12;16;0.0;915.9;1609.4;15.9;16.7;15.2;91;7.8;3.7
2010-11-12;17;0.0;915.4;1710.1;17.0;17.4;15.8;88;7.4;3.0
2010-11-12;18;0.0;915.2;690.2;16.0;17.3;16.0;88;6.0;2.5
2010-11-12;19;0.0;914.9;734.8;15.7;17.1;15.7;121;5.7;2.3
2010-11-12;20;0.0;914.8;739.7;15.5;16.1;15.2;101;7.3;4.1
2010-11-12;21;0.0;915.3;344.5;14.9;15.5;14.7;78;7.3;2.0
2010-11-13;10;0.0;915.8;246.2;13.8;13.9;13.1;90;6.6;2.4
2010-11-13;11;0.0;915.9;824.2;15.0;15.3;13.8;78;6.6;3.3
2010-11-13;12;0.0;916.3;963.2;15.8;15.8;15.0;79;9.9;2.8
2010-11-13;13;0.0;916.6;1572.7;17.5;17.5;15.6;82;7.3;2.6
2010-11-13;14;0.0;916.4;2255.0;18.7;18.7;16.5;94;7.6;3.1
2010-11-13;15;0.0;915.9;3597.0;19.6;20.2;18.0;87;8.4;3.7
2010-11-13;16;0.0;915.5;3918.8;19.4;20.3;18.9;69;8.4;4.7
2010-11-13;17;0.0;914.9;3540.1;20.5;20.7;19.0;95;8.4;3.0
2010-11-13;18;0.0;914.0;3008.2;20.6;21.1;20.1;77;7.3;4.0
2010-11-13;19;0.0;913.4;2532.1;19.5;21.3;19.5;75;8.3;4.4
2010-11-13;20;0.0;913.4;1552.6;17.7;19.9;17.7;68;9.2;4.4
2010-11-13;21;0.0;913.4;737.3;16.3;18.2;16.3;95;8.9;3.7
2010-11-14;10;0.0;913.4;741.3;13.6;13.8;10.8;55;2.9;1.2
2010-11-14;11;0.0;913.9;1516.0;16.0;16.0;13.6;69;5.2;2.0
2010-11-14;12;0.0;913.8;2410.8;17.9;18.2;15.3;59;6.3;2.4
2010-11-14;13;0.0;913.5;2923.1;19.5;19.5;17.8;70;7.3;3.0
2010-11-14;14;0.0;913.2;3550.8;19.9;21.5;19.2;61;6.9;3.2
2010-11-14;15;0.0;912.9;3817.7;21.2;21.4;19.9;92;7.4;2.5
2010-11-14;16;0.0;912.2;3240.4;22.0;22.3;20.3;96;8.0;2.4
2010-11-14;17;0.0;911.8;3607.2;22.5;23.0;21.6;124;6.3;2.3
2010-11-14;18;0.0;911.0;2546.1;22.3;22.6;20.9;75;7.8;3.3
2010-11-14;19;0.0;910.6;2357.7;22.3;22.9;21.6;74;7.9;2.8
2010-11-14;20;0.0;910.4;1437.3;21.1;22.7;20.6;76;8.6;3.5
2010-11-14;21;0.0;910.6;707.3;18.8;21.1;18.7;96;7.7;3.9
2010-11-15;10;0.0;912.9;548.2;15.3;15.8;14.1;26;3.8;2.1
2010-11-15;11;0.0;913.2;947.5;16.6;16.6;15.2;79;5.0;1.6
2010-11-15;12;0.0;913.2;1051.1;18.0;18.0;16.3;66;5.1;2.5
2010-11-15;13;0.0;913.1;1684.1;19.0;19.1;18.0;56;6.1;2.6
2010-11-15;14;0.0;912.4;2132.2;20.7;20.7;18.7;79;7.0;3.1
2010-11-15;15;0.0;911.9;2389.9;21.0;22.3;19.8;75;6.7;2.9
2010-11-15;16;0.0;911.0;3065.9;22.4;22.7;20.8;70;7.5;3.0
2010-11-15;17;0.0;910.4;3192.8;22.7;23.7;22.4;93;6.8;3.0
2010-11-15;18;0.0;909.8;2314.0;22.3;23.5;22.1;76;7.8;3.9
2010-11-15;19;0.0;909.9;1727.7;20.9;22.4;20.9;72;8.6;4.2
2010-11-15;20;0.0;910.2;786.9;19.1;20.9;19.1;71;8.3;3.1
2010-11-15;21;0.0;910.4;269.0;17.8;19.3;17.6;86;7.5;3.4
2010-11-16;10;0.0;910.6;87.8;15.8;15.9;15.5;70;5.0;2.4
2010-11-16;11;0.0;910.8;335.6;16.6;16.6;15.8;68;5.3;2.2
2010-11-16;12;0.0;911.1;392.5;17.2;17.2;16.5;98;4.8;2.5
2010-11-16;13;0.0;910.7;719.2;17.5;17.7;17.1;85;6.6;3.2
2010-11-16;14;0.0;910.8;904.3;18.2;18.3;17.5;86;7.5;2.4
2010-11-16;15;0.0;910.3;509.9;17.5;18.2;17.4;69;5.4;2.3
2010-11-16;16;0.4;909.9;499.7;17.0;17.5;16.9;100;4.6;2.0
2010-11-16;17;0.8;909.2;579.9;16.9;17.3;16.8;90;3.8;2.0
2010-11-16;18;0.2;908.6;327.5;16.9;17.2;16.8;76;3.6;1.4
2010-11-16;19;0.4;908.4;209.7;16.8;16.9;16.6;87;3.1;0.2
2010-11-16;20;0.0;907.9;604.6;17.2;17.7;16.7;103;4.3;1.8
2010-11-16;21;0.0;908.4;212.6;17.1;17.2;16.7;92;5.0;1.5
2010-11-17;10;0.0;909.3;714.2;15.4;15.4;13.6;224;2.6;1.2
2010-11-17;11;0.0;909.3;1621.6;18.4;18.6;15.3;120;2.6;0.9
2010-11-17;12;0.0;909.7;2240.0;18.6;19.7;17.9;229;2.9;0.9
2010-11-17;13;0.0;909.4;2329.2;19.4;21.2;18.6;246;3.9;1.9
2010-11-17;14;0.0;909.0;2555.2;21.5;22.0;19.4;200;4.1;1.4
2010-11-17;15;0.0;908.1;2388.8;22.9;22.9;21.2;173;5.0;1.8
2010-11-17;16;0.0;907.3;1050.8;21.7;22.9;21.3;218;5.5;3.3
2010-11-17;17;0.0;906.2;2241.3;22.5;24.3;21.7;224;5.5;1.9
2010-11-17;18;0.0;905.1;1957.6;23.7;24.3;22.5;159;4.9;1.4
2010-11-17;19;0.0;904.8;829.0;20.9;23.8;20.9;214;8.8;3.9
2010-11-17;20;1.2;906.2;195.8;17.0;21.1;17.0;245;8.2;3.0
2010-11-17;21;1.2;906.1;104.8;17.5;17.6;16.5;308;6.1;1.4
2010-11-18;10;0.0;906.3;735.9;16.2;16.2;13.2;246;3.6;1.3
2010-11-18;11;0.0;906.8;1654.4;17.6;17.8;16.2;230;5.7;2.7
2010-11-18;12;0.0;906.9;2501.6;18.8;19.3;17.6;221;7.8;4.4
2010-11-18;13;0.0;906.6;3205.0;20.4;20.6;18.7;234;8.1;4.5
2010-11-18;14;0.0;906.2;3571.6;21.9;21.9;19.7;248;9.6;3.9
2010-11-18;15;0.0;905.8;3652.5;22.2;22.4;20.7;238;10.2;4.9
2010-11-18;16;0.0;905.1;3595.2;22.5;23.6;21.1;256;9.6;5.5
2010-11-18;17;0.0;904.5;2383.7;23.8;24.3;21.8;244;10.0;4.2
2010-11-18;18;0.0;904.1;2271.1;23.4;24.4;22.6;250;9.1;4.2
2010-11-18;19;0.0;903.8;2632.5;23.5;24.9;22.8;242;10.5;4.4
2010-11-18;20;0.0;903.9;1250.3;23.6;24.6;22.8;226;8.9;3.8
2010-11-18;21;0.0;904.2;779.3;23.2;24.0;23.0;238;7.4;3.1
2010-11-19;10;0.0;907.0;360.9;13.7;13.7;12.6;82;3.0;1.7
2010-11-19;11;0.0;907.8;1277.9;16.5;16.5;13.5;90;3.0;0.0
2010-11-19;12;0.0;908.7;2441.2;20.8;20.8;16.5;305;3.2;0.9
2010-11-19;13;0.0;908.5;3138.3;23.4;23.5;20.6;137;2.7;0.3
2010-11-19;14;0.0;907.7;3583.9;24.2;24.4;22.3;307;5.3;2.3
2010-11-19;15;0.0;906.8;3926.3;25.3;25.8;24.0;305;6.0;2.1
2010-11-19;16;0.0;906.5;3964.8;26.8;26.8;25.0;315;8.0;2.8
2010-11-19;17;0.0;906.5;3726.9;26.3;27.0;25.6;278;9.2;4.5
2010-11-19;18;0.0;906.0;3242.1;27.0;27.4;26.2;296;9.1;4.8
2010-11-19;19;0.0;905.5;2534.8;27.6;28.1;26.4;293;9.3;3.2
2010-11-19;20;0.0;905.4;1683.6;27.6;27.8;27.1;313;10.3;3.9
2010-11-19;21;0.0;905.3;751.4;26.4;27.6;26.4;312;7.4;2.9
2010-11-20;10;0.0;909.9;210.2;16.6;16.6;15.5;45;3.2;2.0
2010-11-20;11;0.0;910.9;333.2;17.2;17.3;16.4;34;4.0;2.2
2010-11-20;12;0.0;910.8;701.8;18.4;18.4;17.2;41;4.5;2.6
2010-11-20;13;0.0;910.6;958.0;19.8;19.9;18.3;83;4.5;1.3
2010-11-20;14;0.0;910.1;2767.9;23.8;23.8;19.8;34;4.6;1.2
2010-11-20;15;0.0;909.2;2787.0;24.7;24.8;22.7;26;6.1;1.8
2010-11-20;16;0.0;908.9;2897.5;25.1;26.4;24.7;333;7.2;3.5
2010-11-20;17;0.0;908.4;2238.2;26.3;26.5;25.1;343;7.3;3.4
2010-11-20;18;0.0;907.8;2555.1;26.0;27.2;25.9;322;9.0;4.2
2010-11-20;19;0.0;907.3;1784.0;26.2;27.0;25.8;331;12.4;4.8
2010-11-20;20;0.0;907.3;1368.2;25.8;26.7;25.3;306;9.9;2.9
2010-11-20;21;0.0;907.4;653.3;24.9;25.8;24.8;315;7.8;3.7
2010-11-21;10;0.0;910.3;486.9;18.3;18.4;17.8;350;3.8;1.7
2010-11-21;11;0.0;910.7;1058.5;20.3;20.4;18.2;272;3.8;1.5
2010-11-21;12;0.0;910.5;2085.7;22.0;22.5;19.9;328;3.9;1.7
2010-11-21;13;0.0;910.2;3117.6;24.4;24.9;22.1;320;5.5;2.0
2010-11-21;14;0.0;909.7;3334.8;26.0;27.4;24.3;275;5.9;2.8
2010-11-21;15;0.0;908.9;2893.4;26.2;27.4;25.8;282;5.9;0.3
2010-11-21;16;0.0;908.1;3315.2;28.0;28.2;26.2;310;6.3;3.6
2010-11-21;17;0.0;907.2;3472.9;28.4;29.3;26.9;325;7.1;2.8
2010-11-21;18;0.0;906.7;1639.9;28.3;28.6;27.9;297;7.7;3.7
2010-11-21;19;0.0;907.5;1122.7;23.2;28.5;23.1;120;10.5;3.2
2010-11-21;20;0.0;907.6;897.4;23.4;23.9;23.0;126;7.4;2.7
2010-11-21;21;0.0;907.0;178.1;21.2;23.4;21.2;103;8.2;3.2
2010-11-22;10;1.2;905.8;60.9;18.2;18.3;17.9;91;3.8;1.1
2010-11-22;11;9.6;907.2;31.1;17.5;18.2;17.5;221;4.0;1.8
2010-11-22;12;5.8;906.7;240.2;17.8;17.9;17.5;92;4.8;1.5
2010-11-22;13;0.0;906.1;1136.9;20.1;20.1;17.8;106;4.9;2.3
2010-11-22;14;0.0;905.9;1748.1;21.8;22.1;20.0;102;4.6;2.1
2010-11-22;15;0.6;905.6;780.7;20.2;21.8;20.2;107;4.4;1.6
2010-11-22;16;12.4;905.4;406.7;17.5;20.2;17.0;145;7.3;1.4
2010-11-22;17;1.4;904.7;1165.0;19.0;19.2;17.4;107;7.2;2.3
2010-11-22;18;0.0;904.1;1505.8;20.6;20.9;19.0;72;5.2;1.8
2010-11-22;19;0.0;903.7;927.0;20.4;21.1;20.4;63;5.4;2.7
2010-11-22;20;0.0;903.7;739.4;19.8;20.4;19.7;61;7.2;3.8
2010-11-22;21;0.0;903.8;741.5;19.5;20.2;19.0;87;8.7;2.5
2010-11-23;10;0.0;905.6;391.7;17.6;17.6;16.8;116;3.4;1.7
2010-11-23;11;0.0;906.2;590.1;17.9;18.1;17.5;112;4.0;1.1
2010-11-23;12;0.0;906.4;732.8;18.3;18.4;17.7;86;3.2;1.4
2010-11-23;13;0.0;906.5;816.8;19.1;19.3;17.9;112;4.9;2.4
2010-11-23;14;0.0;906.5;1168.8;19.5;20.2;18.7;111;6.0;3.4
2010-11-23;15;0.0;906.6;925.3;18.9;20.2;18.8;139;6.1;1.9
2010-11-23;16;0.2;906.4;929.8;19.2;19.2;18.4;118;5.4;2.8
2010-11-23;17;0.0;905.7;1582.9;20.3;20.3;19.2;108;6.7;3.3
2010-11-23;18;0.0;905.5;964.6;19.4;20.4;19.4;127;6.3;2.4
2010-11-23;19;0.0;905.2;527.6;19.2;19.5;18.9;122;5.9;2.4
2010-11-23;20;0.0;905.1;661.3;18.7;19.8;18.5;115;6.5;2.6
2010-11-23;21;0.0;905.4;253.3;18.1;18.8;18.1;113;6.2;2.9
2010-11-24;10;0.0;906.0;314.8;17.3;17.3;16.4;55;3.3;1.2
2010-11-24;11;0.0;906.2;597.4;18.4;18.5;17.2;56;3.3;1.7
2010-11-24;12;0.0;906.0;1110.2;19.4;19.5;18.3;43;5.4;3.0
2010-11-24;13;0.0;906.5;1252.0;19.7;20.0;19.0;357;5.5;1.7
2010-11-24;14;0.0;905.9;2466.7;22.0;22.4;19.7;335;4.6;2.6
2010-11-24;15;0.0;905.4;2976.5;23.9;23.9;21.7;360;6.3;2.2
2010-11-24;16;0.0;904.9;1880.3;23.5;24.3;22.6;327;6.7;2.3
2010-11-24;17;0.0;903.9;2878.1;24.8;25.5;23.0;32;4.7;1.2
2010-11-24;18;0.0;903.4;1804.0;26.1;26.2;24.3;28;5.2;0.9
2010-11-24;19;0.0;902.8;793.4;23.0;26.3;23.0;82;6.9;3.0
2010-11-24;20;0.0;903.0;146.2;19.8;23.0;19.8;102;6.5;3.0
2010-11-24;21;0.4;903.5;141.3;18.8;19.9;18.8;107;8.5;2.2
2010-11-25;10;0.2;905.3;487.0;18.3;18.3;17.0;42;3.8;1.8
2010-11-25;11;0.0;906.0;1232.1;19.8;19.9;18.1;32;3.7;1.3
2010-11-25;12;0.0;906.5;1216.9;21.0;21.0;19.5;37;3.6;1.4
2010-11-25;13;0.0;906.6;2829.0;22.8;23.1;20.5;19;4.1;2.3
2010-11-25;14;0.0;906.6;2431.7;23.2;24.2;22.3;346;4.4;1.8
2010-11-25;15;0.0;906.4;2645.5;24.7;25.7;23.2;300;5.5;1.7
2010-11-25;16;0.0;906.1;2434.5;25.3;26.2;24.7;263;6.2;3.0
2010-11-25;17;0.0;905.6;2411.1;25.6;26.6;24.9;281;7.5;3.4
2010-11-25;18;0.0;905.3;2062.9;26.5;26.9;25.0;244;7.8;2.8
2010-11-25;19;0.0;905.1;1610.4;26.9;27.1;25.2;225;8.0;3.2
2010-11-25;20;0.0;905.3;918.5;24.0;27.0;23.9;53;7.3;2.2
2010-11-25;21;0.0;906.0;305.9;20.8;24.0;20.8;105;7.3;2.9
2010-11-26;10;0.0;908.1;271.2;17.6;17.9;17.5;97;3.9;1.8
2010-11-26;11;0.0;908.5;504.6;18.3;18.5;17.6;109;3.9;1.7
2010-11-26;12;0.0;908.9;1100.8;19.9;19.9;17.8;108;3.4;1.3
2010-11-26;13;0.0;908.8;2509.6;21.8;22.3;19.8;77;3.8;1.7
2010-11-26;14;0.0;908.5;2495.3;23.6;23.6;21.4;100;3.8;1.6
2010-11-26;15;0.0;908.1;2826.9;23.8;25.3;23.3;116;5.4;0.9
2010-11-26;16;0.0;907.4;2105.7;26.2;26.2;23.2;118;4.4;1.7
2010-11-26;17;0.0;906.9;2667.8;24.6;27.0;24.5;100;4.8;2.2
2010-11-26;18;0.0;906.8;1859.8;24.2;26.0;24.1;76;7.4;3.3
2010-11-26;19;0.0;906.6;1422.4;22.3;25.4;22.3;93;7.5;4.3
2010-11-26;20;0.0;906.6;1269.9;21.6;23.0;21.6;77;7.5;3.4
2010-11-26;21;0.0;907.1;479.3;19.7;21.9;19.7;86;6.6;3.4
2010-11-27;10;0.0;909.7;306.1;18.0;18.0;17.2;39;3.1;1.5
2010-11-27;11;0.0;910.1;608.0;18.9;19.1;17.9;38;3.5;1.3
2010-11-27;12;0.0;910.1;1261.0;20.4;20.6;18.7;59;3.7;1.2
2010-11-27;13;0.0;910.1;1384.0;21.6;21.8;20.2;308;2.9;0.6
2010-11-27;14;0.0;909.6;2321.3;23.7;24.0;21.6;250;3.9;1.5
2010-11-27;15;0.0;909.0;3289.5;24.7;25.2;23.7;264;5.2;2.3
2010-11-27;16;0.0;908.4;2389.6;26.7;26.8;24.0;241;6.4;3.1
2010-11-27;17;0.0;907.6;3011.1;26.4;27.7;25.7;218;7.5;2.2
2010-11-27;18;0.0;907.1;2408.9;27.8;28.3;26.3;233;6.3;2.1
2010-11-27;19;0.0;906.6;2388.2;28.8;28.8;27.1;253;6.0;2.2
2010-11-27;20;0.0;906.5;1390.6;27.4;29.4;27.3;206;9.0;1.6
2010-11-27;21;0.0;907.0;648.8;23.6;27.4;23.6;98;7.1;3.2
2010-11-28;10;0.0;909.3;207.7;18.4;18.4;17.8;49;5.5;3.0
2010-11-28;11;0.0;909.8;745.6;19.4;19.4;18.3;20;5.8;2.0
2010-11-28;12;0.0;909.9;2097.7;21.5;21.8;19.4;1;5.4;1.6
2010-11-28;13;0.0;909.5;3142.6;23.8;24.2;21.4;38;5.2;1.9
2010-11-28;14;0.0;909.2;3607.6;27.0;27.1;23.8;359;6.9;2.7
2010-11-28;15;0.0;908.6;3721.3;27.0;27.8;26.5;311;9.0;3.2
2010-11-28;16;0.0;908.1;3919.9;27.5;28.8;26.7;328;10.9;3.8
2010-11-28;17;0.0;907.1;3435.8;29.7;29.8;27.5;303;8.4;3.3
2010-11-28;18;0.0;906.0;2807.4;29.8;30.3;28.5;298;7.6;3.1
2010-11-28;19;0.0;905.2;2025.8;29.4;30.5;28.8;325;7.5;2.7
2010-11-28;20;0.0;905.1;1334.6;28.9;30.3;28.9;311;6.6;3.3
2010-11-28;21;0.0;905.8;456.8;24.6;29.4;24.6;89;6.6;3.4
2010-11-29;10;0.0;908.1;109.0;20.0;20.2;19.3;236;3.7;2.0
2010-11-29;11;0.0;908.4;446.5;21.1;21.3;20.0;26;3.5;0.5
2010-11-29;12;0.0;908.4;520.7;21.7;21.7;20.9;346;3.5;1.3
2010-11-29;13;0.0;907.3;1355.0;23.6;23.9;21.7;309;5.3;3.0
2010-11-29;14;0.0;907.3;913.4;24.3;24.4;23.2;319;6.2;2.6
2010-11-29;15;0.0;907.0;1660.3;24.7;25.7;24.2;314;8.9;3.4
2010-11-29;16;0.0;906.9;666.6;24.2;24.7;23.8;312;9.1;3.2
2010-11-29;17;0.0;906.0;2051.1;25.9;26.2;24.2;337;8.4;3.4
2010-11-29;18;0.0;905.3;2154.2;26.1;27.1;25.7;315;10.7;4.8
2010-11-29;19;0.0;904.5;1991.6;27.1;27.6;26.1;300;11.4;5.1
2010-11-29;20;0.0;904.5;816.3;26.4;27.1;25.9;304;9.2;4.3
2010-11-29;21;0.0;904.9;817.4;25.9;27.1;25.9;300;7.9;3.3
2010-11-30;10;0.6;907.1;115.4;20.0;20.1;19.9;8;4.3;1.9
2010-11-30;11;3.2;908.7;148.4;19.4;20.1;19.4;329;4.3;0.7
2010-11-30;12;2.6;908.7;334.0;20.0;20.0;19.4;8;3.1;0.0
2010-11-30;13;0.6;908.9;866.5;21.1;21.2;20.0;300;2.1;0.7
2010-11-30;14;2.0;908.4;578.0;21.2;21.6;20.5;104;1.7;0.2
2010-11-30;15;0.0;908.0;1028.6;22.4;22.7;21.2;309;5.0;1.9
2010-11-30;16;0.8;907.3;2443.0;24.3;24.7;20.7;309;6.4;1.1
2010-11-30;17;0.0;906.8;2316.6;25.6;25.8;23.9;304;4.0;1.4
2010-11-30;18;0.2;906.8;801.0;22.0;26.1;22.0;53;6.1;3.0
2010-11-30;19;0.0;906.6;661.3;21.0;22.2;21.0;69;8.4;3.8
2010-11-30;20;0.2;907.0;589.0;20.8;21.9;20.8;76;7.2;3.2
2010-11-30;21;0.0;907.6;314.6;19.9;20.8;19.8;68;8.0;3.4
2010-12-01;10;0.0;910.7;182.3;16.4;16.6;16.2;68;5.0;2.4
2010-12-01;11;0.0;910.8;696.5;17.4;17.7;16.4;70;5.1;2.1
2010-12-01;12;0.0;911.2;893.1;18.3;18.5;17.4;70;6.4;1.8
2010-12-01;13;0.0;911.4;973.0;19.0;19.3;18.0;30;3.3;0.9
2010-12-01;14;0.0;911.1;1533.7;20.2;20.8;18.9;47;5.2;2.6
2010-12-01;15;0.0;910.7;1567.0;21.1;21.5;20.2;54;7.5;3.2
2010-12-01;16;0.0;910.0;1048.9;21.5;21.7;20.9;52;6.5;2.8
2010-12-01;17;0.0;908.9;849.1;21.3;21.7;21.1;53;7.6;3.2
2010-12-01;18;0.0;909.2;576.6;20.9;21.6;20.8;41;6.0;2.1
2010-12-01;19;0.0;908.7;134.3;19.8;21.0;19.8;74;6.0;2.6
2010-12-01;20;2.6;909.5;39.7;17.8;19.8;17.8;93;5.3;1.6
2010-12-01;21;10.2;909.9;13.1;17.3;17.8;17.2;87;3.9;2.0
2010-12-02;10;0.0;909.0;401.4;18.2;18.3;17.2;34;5.5;2.0
2010-12-02;11;0.0;909.1;644.4;19.0;19.1;18.0;46;6.6;2.0
2010-12-02;12;0.0;908.7;872.2;20.2;20.8;18.9;43;8.8;3.7
2010-12-02;13;0.0;908.0;1395.8;22.0;22.1;20.2;7;8.8;3.5
2010-12-02;14;0.0;908.3;1585.0;22.2;23.0;21.7;359;9.9;3.5
2010-12-02;15;0.0;907.9;1725.6;23.6;23.6;22.2;345;8.3;2.6
2010-12-02;16;0.0;907.1;1463.7;23.5;24.5;23.3;337;6.7;1.9
2010-12-02;17;0.0;906.3;523.3;23.4;24.0;23.3;2;4.9;1.7
2010-12-02;18;0.4;906.4;119.5;22.3;23.4;22.3;299;4.0;1.8
2010-12-02;19;8.4;907.2;35.6;16.9;22.3;16.7;160;9.5;1.5
2010-12-02;20;3.0;906.7;179.5;17.3;17.5;16.8;111;5.8;2.1
2010-12-02;21;1.0;907.4;540.0;18.0;18.1;17.4;84;5.2;1.5
2010-12-03;10;0.0;907.4;468.5;19.3;19.4;17.6;307;3.9;1.9
2010-12-03;11;0.0;907.9;1050.1;21.2;21.3;19.2;312;4.7;2.6
2010-12-03;12;0.0;908.1;1473.6;22.8;22.9;21.2;303;7.1;2.5
2010-12-03;13;0.0;907.7;2784.0;24.9;25.6;22.7;299;8.8;4.1
2010-12-03;14;0.0;908.4;2900.0;24.9;25.6;24.7;272;9.6;5.4
2010-12-03;15;0.0;908.3;2647.8;26.1;26.6;24.9;279;9.9;5.6
2010-12-03;16;0.0;907.7;3295.6;27.7;28.3;26.0;247;10.8;5.5
2010-12-03;17;0.0;907.4;1608.6;26.0;27.7;26.0;239;11.3;5.6
2010-12-03;18;0.0;907.2;796.4;24.2;26.0;24.2;224;10.9;5.0
2010-12-03;19;0.0;906.5;948.7;24.9;25.1;23.9;252;9.8;2.5
2010-12-03;20;0.0;906.9;1451.9;24.8;26.0;24.7;246;8.0;3.1
2010-12-03;21;0.0;907.3;362.8;24.1;24.8;23.9;240;5.6;1.2
2010-12-04;10;0.0;910.1;332.5;19.5;19.5;18.9;62;4.9;2.1
2010-12-04;11;0.0;910.7;280.9;19.7;19.7;19.3;76;3.8;1.5
2010-12-04;12;0.0;910.8;507.2;19.9;20.1;19.5;61;6.0;2.9
2010-12-04;13;0.0;910.7;810.0;20.6;20.8;19.9;62;5.4;2.5
2010-12-04;14;0.0;910.8;926.0;21.7;21.8;20.6;67;5.9;2.0
2010-12-04;15;0.0;910.2;2051.7;22.7;23.5;21.3;52;6.4;3.1
2010-12-04;16;0.0;909.3;1821.6;24.1;24.8;22.4;73;6.4;2.7
2010-12-04;17;0.0;908.4;989.5;22.4;24.1;22.3;96;7.6;3.8
2010-12-04;18;5.8;908.8;161.5;19.6;22.4;19.6;90;7.6;3.0
2010-12-04;19;2.2;908.9;114.5;19.2;19.6;19.2;75;7.8;2.5
2010-12-04;20;2.8;909.1;28.2;18.5;19.3;18.5;106;8.6;3.7
2010-12-04;21;6.8;909.6;63.1;17.8;18.6;17.8;90;8.6;3.5
2010-12-05;10;0.0;908.5;391.4;19.3;19.3;18.4;11;2.5;0.2
2010-12-05;11;0.0;909.6;559.6;19.6;19.9;19.3;227;5.0;3.2
2010-12-05;12;0.0;909.5;600.0;20.1;20.1;19.4;227;6.9;2.1
2010-12-05;13;0.0;909.9;463.8;20.3;20.5;20.1;231;4.1;2.4
2010-12-05;14;2.8;910.2;144.8;19.1;20.3;19.1;224;5.2;3.0
2010-12-05;15;1.8;909.0;487.6;19.9;20.0;19.0;157;5.4;0.8
2010-12-05;16;0.4;909.3;931.8;20.3;20.5;19.8;252;3.4;1.6
2010-12-05;17;0.0;909.2;653.1;20.7;20.8;20.1;227;4.9;1.6
2010-12-05;18;0.2;908.2;527.4;20.2;20.8;20.1;195;9.2;2.7
2010-12-05;19;0.2;909.6;389.5;19.6;20.3;19.6;231;6.2;3.5
2010-12-05;20;0.4;909.3;253.0;19.5;19.6;19.4;221;6.8;2.4
2010-12-05;21;0.4;908.4;114.6;19.1;19.5;19.1;26;5.5;1.8
2010-12-06;10;0.0;911.7;100.5;15.1;15.1;14.8;120;6.7;2.1
2010-12-06;11;0.0;912.0;340.4;15.7;15.8;15.0;114;6.4;2.5
2010-12-06;12;0.0;912.2;434.2;15.4;15.9;15.3;120;8.8;3.2
2010-12-06;13;0.0;912.5;733.8;16.4;16.4;15.4;120;8.0;2.7
2010-12-06;14;0.0;912.5;931.6;17.1;17.2;16.2;125;6.4;2.4
2010-12-06;15;0.0;912.3;1033.9;17.4;17.8;16.8;107;5.8;2.8
2010-12-06;16;0.0;911.9;969.3;17.7;17.8;17.2;109;5.1;2.6
2010-12-06;17;0.0;911.3;1007.0;18.2;18.8;17.7;108;5.9;2.1
2010-12-06;18;0.0;910.8;669.6;17.8;19.0;17.8;99;4.6;2.2
2010-12-06;19;0.0;910.5;344.5;17.1;17.9;17.1;116;4.8;2.2
2010-12-06;20;0.0;910.1;401.2;16.8;17.2;16.6;114;5.8;2.5
2010-12-06;21;0.0;910.3;154.9;16.4;17.1;16.4;122;5.8;2.1
2010-12-07;10;0.0;908.7;397.2;17.1;17.1;15.8;45;1.3;0.0
2010-12-07;11;0.0;908.8;907.7;19.3;19.3;17.1;81;2.8;1.2
2010-12-07;12;0.0;908.3;2074.1;20.9;21.0;19.3;38;4.3;2.3
2010-12-07;13;0.0;908.2;1809.4;22.8;22.8;20.9;32;5.1;2.4
2010-12-07;14;0.0;907.6;2227.0;24.8;24.9;22.2;49;5.5;3.0
2010-12-07;15;0.0;907.0;2173.4;24.2;25.3;24.2;58;6.5;3.4
2010-12-07;16;0.0;906.3;1194.5;24.4;24.7;23.8;355;6.1;2.6
2010-12-07;17;0.0;905.8;1988.6;24.8;25.5;24.4;321;6.7;2.8
2010-12-07;18;0.2;905.4;776.9;24.0;24.8;23.1;309;7.9;2.4
2010-12-07;19;0.0;905.2;413.7;23.4;23.9;22.7;21;5.4;0.7
